country,_order_value_eur_,_cost_,date,category,customer_name,sales_manager,sales_rep,device_type,order_id
uk,"227,856.66",199010.01,2020-07-20,electronics,"Keeling, Monahan and Pollich",Jessamine Apark,Jay Morefield,pc,11-5257937
sweden,"67,161.99",55764.6,2019-09-20,electronics,"Lubowitz, McLaughlin and Erdman",Maxie Marrow,Tarrah Castelletti,pc,22-7587128
ireland,"168,178.03",142665.42,2020-04-29,clothing,Walter LLC,Glenine Suttaby,Bunnie Tonbridge,pc,36-7597839
sweden,"42,611.78",35755.54,2020-03-12,clothing,Walter LLC,Maxie Marrow,Tarrah Castelletti,mobile,16-2824654
sweden,"166,507.76",143896.01,2020-08-27,accessories,Labadie and Sons,Maxie Marrow,Madelon Bront,pc,49-1743669
spain,"131,409.90",115325.33,2020-11-15,electronics,McClure Inc,Emalia Dinse,Bertha Walbrook,pc,48-7252604
portugal,"133,072.00",108600.06,2020-10-28,outdoors,O'Connell-Mitchell,Celine Tumasian,Corene Shirer,pc,07-1769568
finland,"180,250.02",147354.39,2019-06-03,electronics,"Hartmann, Hane and Pfannerstill",Hube Corey,Mellicent Mattys,pc,57-5645459
portugal,"48,090.78",42040.96,2020-03-19,books,Kihn Inc,Celine Tumasian,Corene Shirer,pc,13-0740797
sweden,"168,530.22",136981.36,2020-05-16,appliances,West-Cummings,Maxie Marrow,Tarrah Castelletti,pc,34-9966345
sweden,"36,785.28",30546.5,2019-08-31,appliances,Johns and Sons,Maxie Marrow,Anita Woakes,pc,91-6738094
ireland,"126,409.18",104692.08,2020-10-04,smartphones,Dibbert Inc,Glenine Suttaby,Bunnie Tonbridge,pc,32-9007470
portugal,"49,990.72",42927.03,2020-01-04,electronics,"Rowe, Hermiston and Kessler",Celine Tumasian,Smitty Culverhouse,pc,68-6382353
sweden,"36,644.05",30491.51,2020-11-20,clothing,Larkin-Collier,Maxie Marrow,Caro Morfield,pc,88-5406813
sweden,"115,226.80",94336.18,2019-05-15,beauty,Wisoky Inc,Maxie Marrow,Tarrah Castelletti,pc,42-2765593
finland,"154,078.75",131336.73,2020-09-05,books,"Lueilwitz, Kerluke and Lesch",Hube Corey,Wat Bowkley,pc,76-0724533
bulgaria,"80,328.16",65836.96,2020-09-23,games,"Hermiston, Simonis and Wisoky",Charil Alpe,Bernadine Fullagar,pc,45-3965395
portugal,"99,832.12",84128.53,2019-05-15,appliances,Romaguera-Haley,Celine Tumasian,Aurelie Wren,pc,46-6126203
finland,"133,057.07",113351.32,2020-05-03,other,Romaguera-Dietrich,Hube Corey,Wat Bowkley,pc,27-7554919
ireland,"80,719.44",64422.19,2019-02-09,appliances,Johns and Sons,Glenine Suttaby,Bunnie Tonbridge,pc,59-1230573
france,"124,534.96",107012.89,2020-07-18,books,"Dickinson, Hyatt and Berge",Othello Bowes,Maighdiln Upcraft,pc,45-2229786
sweden,"67,611.54",56191.95,2019-10-30,clothing,Kihn Inc,Maxie Marrow,Caro Morfield,pc,62-7218897
france,"132,760.25",105039.91,2020-01-07,beauty,"Swaniawski, Runolfsson and Green",Othello Bowes,Crysta Halls,pc,55-4161787
france,"177,802.70",155079.51,2019-07-18,other,Larkin-Collier,Othello Bowes,Amelina Piscopiello,pc,56-2537757
bulgaria,"98,963.03",80367.88,2020-10-12,accessories,Wyman Group,Charil Alpe,Bernadine Fullagar,pc,20-0021649
bulgaria,"126,582.50",103683.73,2020-02-17,beauty,"Rowe, Hermiston and Kessler",Charil Alpe,Bernadine Fullagar,pc,93-2627296
portugal,"141,965.11",119193.91,2019-09-18,beauty,Friesen and Sons,Celine Tumasian,Hortense Gerring,pc,56-2408571
ireland,"167,301.52",147074.77,2019-05-06,outdoors,"Christiansen, Donnelly and Bechtelar",Glenine Suttaby,Bunnie Tonbridge,pc,80-3206606
france,"133,985.91",116741.92,2019-01-15,clothing,Kihn Inc,Othello Bowes,Amelina Piscopiello,pc,48-3190394
france,"91,540.03",74916.36,2019-09-09,clothing,Kihn Inc,Othello Bowes,Ora Grennan,pc,38-6130023
uk,"146,055.05",117822.61,2019-10-07,clothing,"Hartmann, Hane and Pfannerstill",Jessamine Apark,Winny Agnolo,tablet,38-2969743
sweden,"113,586.11",91641.27,2019-02-19,outdoors,Labadie and Sons,Maxie Marrow,Tarrah Castelletti,mobile,48-8166416
ireland,"135,662.46",116764.68,2020-05-02,beauty,Corwin and Sons,Glenine Suttaby,Palm Wetherald,pc,33-4102367
portugal,"113,781.45",91104.81,2019-10-08,books,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,pc,44-5240815
france,"111,462.88",94130.4,2020-09-03,outdoors,Romaguera-Dietrich,Othello Bowes,Avrit Chanders,tablet,70-9378988
uk,"34,748.75",27475.84,2020-09-27,smartphones,Wiza and Sons,Jessamine Apark,Genevra Charrisson,tablet,84-9385946
uk,"137,306.45",108732.98,2020-09-04,books,Gislason-Stanton,Jessamine Apark,Winny Agnolo,pc,00-1210718
portugal,"148,212.23",123030.97,2019-09-10,clothing,Corwin and Sons,Celine Tumasian,Brynn Dempster,pc,92-7917751
portugal,"159,057.92",139923.25,2020-10-24,smartphones,Johns and Sons,Celine Tumasian,Brynn Dempster,pc,91-3344544
sweden,"146,226.36",117916.94,2020-10-18,smartphones,"Farrell, Swaniawski and Crist",Maxie Marrow,Alyosha Meah,pc,28-1840061
portugal,"201,537.12",166127.05,2020-06-10,outdoors,Connelly-Mohr,Celine Tumasian,Brynn Dempster,pc,20-7532198
portugal,"242,192.19",213104.91,2019-07-02,accessories,"Schowalter, Lesch and Beahan",Celine Tumasian,Smitty Culverhouse,pc,96-7618409
luxembourg,"172,397.66",139986.9,2019-01-27,clothing,Johns and Sons,Ilsa Kob,Jocelyn Laurentino,pc,47-8186791
belgium,"152,370.57",128478.86,2019-11-20,games,"Swaniawski, Runolfsson and Green",Lambert Norheny,Collin Mackness,pc,61-8262308
portugal,"137,419.30",117658.4,2020-05-15,games,Hane Inc,Celine Tumasian,Smitty Culverhouse,mobile,39-1945268
france,"67,594.10",54920.21,2019-09-26,other,"Rowe, Hermiston and Kessler",Othello Bowes,Amelina Piscopiello,pc,70-1769929
luxembourg,"72,002.26",56996.99,2019-01-17,appliances,McGlynn-Prosacco,Ilsa Kob,Jocelyn Laurentino,pc,65-0414599
france,"159,926.16",126453.61,2020-09-12,beauty,McGlynn-Prosacco,Othello Bowes,Ora Grennan,mobile,44-0517932
france,"65,193.88",53113.45,2019-10-04,beauty,Friesen and Sons,Othello Bowes,Maighdiln Upcraft,pc,74-1131921
portugal,"105,374.44",89779.02,2020-02-18,electronics,Stehr LLC,Celine Tumasian,Brynn Dempster,pc,74-8625042
uk,"83,097.40",68148.18,2019-03-22,clothing,Corwin and Sons,Jessamine Apark,Jay Morefield,tablet,36-0185776
sweden,"139,682.07",113212.32,2020-01-18,games,Tromp LLC,Maxie Marrow,Anita Woakes,pc,98-4157323
france,"81,095.39",64316.75,2020-09-08,games,"Murray, Reichel and Nolan",Othello Bowes,Avrit Chanders,pc,36-8783637
bulgaria,"91,108.56",74089.48,2020-06-24,appliances,Stehr LLC,Charil Alpe,Shermy McGready,pc,34-0286364
luxembourg,"47,182.43",40576.89,2020-02-21,smartphones,Kirlin and Sons,Ilsa Kob,Jocelyn Laurentino,pc,82-0533747
finland,"161,984.91",138237.92,2020-06-08,appliances,Romaguera-Dietrich,Hube Corey,Mellicent Mattys,pc,59-9184649
sweden,"116,548.17",92119.67,2020-05-05,clothing,Johns and Sons,Maxie Marrow,Anita Woakes,pc,03-3136289
portugal,"138,764.60",111414.1,2020-05-10,appliances,Johns and Sons,Celine Tumasian,Brynn Dempster,pc,79-6676714
france,"148,405.47",128845.63,2019-10-27,electronics,Johns and Sons,Othello Bowes,Amelina Piscopiello,pc,82-1082124
netherlands,"138,249.77",120277.3,2019-08-09,games,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,pc,79-1331359
portugal,"115,718.87",100640.7,2019-04-24,electronics,Hilll-Vandervort,Celine Tumasian,Aurelie Wren,pc,84-7042200
portugal,"194,326.70",169005.93,2019-07-07,books,Johns and Sons,Celine Tumasian,Hortense Gerring,mobile,42-5303223
france,"38,648.72",32368.3,2020-12-04,beauty,"Leffler, Prohaska and Streich",Othello Bowes,Crysta Halls,tablet,04-6732680
sweden,"58,010.14",46089.06,2019-09-11,appliances,"Bashirian, Okuneva and Bechtelar",Maxie Marrow,Tarrah Castelletti,pc,84-9167618
france,"82,697.53",69548.62,2020-08-12,games,Kihn Inc,Othello Bowes,Avrit Chanders,pc,47-5319780
sweden,"68,086.96",58759.05,2019-11-26,electronics,Stamm-Zulauf,Maxie Marrow,Tarrah Castelletti,pc,20-1013432
bulgaria,"111,106.06",93195.76,2020-11-11,games,"Hermiston, Simonis and Wisoky",Charil Alpe,Bernadine Fullagar,pc,87-5540520
portugal,"227,830.33",182173.13,2020-06-10,books,O'Connell-Mitchell,Celine Tumasian,Aurelie Wren,pc,59-3526945
france,"87,355.70",74584.3,2019-02-03,smartphones,Smith Group,Othello Bowes,Crysta Halls,pc,33-4706706
france,"164,267.72",139069.05,2020-10-08,appliances,Hilll-Vandervort,Othello Bowes,Crysta Halls,pc,51-9052860
uk,"92,179.76",74794.66,2020-07-25,beauty,"Dickinson, Hyatt and Berge",Jessamine Apark,Jay Morefield,tablet,99-9021526
sweden,"124,093.76",105231.51,2019-10-15,electronics,Armstrong-Little,Maxie Marrow,Anita Woakes,pc,87-0122224
uk,"66,391.58",52635.24,2019-12-04,clothing,Friesen and Sons,Jessamine Apark,Winny Agnolo,mobile,88-1711226
france,"197,471.10",162577.96,2019-06-28,appliances,Johns and Sons,Othello Bowes,Crysta Halls,pc,59-5711012
uk,"122,627.20",100284.52,2019-05-12,clothing,Wiza and Sons,Jessamine Apark,Winny Agnolo,pc,65-0792739
uk,"159,052.70",127926.09,2019-06-01,games,Stamm Inc,Jessamine Apark,Genevra Charrisson,pc,75-7245546
portugal,"85,515.60",67959.25,2019-10-13,games,Larkin-Collier,Celine Tumasian,Brynn Dempster,pc,05-0243828
portugal,"42,847.46",34757.86,2020-10-22,accessories,Morissette Group,Celine Tumasian,Aurelie Wren,pc,14-9919657
france,"125,499.82",100977.16,2019-04-08,beauty,"Spencer, Rogahn and Muller",Othello Bowes,Ora Grennan,pc,47-9191500
finland,"222,379.49",192869.73,2019-07-10,beauty,Labadie and Sons,Hube Corey,Mellicent Mattys,mobile,51-3543971
portugal,"85,390.17",74400.46,2019-01-25,electronics,Stamm-Zulauf,Celine Tumasian,Brynn Dempster,pc,14-4225824
portugal,"97,514.70",80790.93,2020-02-12,appliances,Tillman and Sons,Celine Tumasian,Hortense Gerring,pc,88-1349718
uk,"87,321.89",69254.99,2019-01-17,electronics,Tillman and Sons,Jessamine Apark,Winny Agnolo,mobile,62-5120016
sweden,"205,059.80",173029.46,2020-06-23,electronics,Stehr-Bogan,Maxie Marrow,Caro Morfield,pc,19-4538571
portugal,"105,833.52",85312.4,2019-03-20,smartphones,McGlynn-Prosacco,Celine Tumasian,Corene Shirer,pc,01-1212783
france,"40,043.11",35109.8,2020-09-07,appliances,Romaguera-Haley,Othello Bowes,Ora Grennan,pc,58-8728288
portugal,"57,859.08",47756.88,2019-12-08,books,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,mobile,95-2190016
france,"132,235.46",114132.43,2020-06-01,books,"Zieme, Bailey and Herzog",Othello Bowes,Ora Grennan,pc,95-4388709
uk,"33,724.53",26770.53,2020-01-30,beauty,Gorczany-Lehner,Jessamine Apark,Winny Agnolo,mobile,57-8678621
ireland,"36,070.76",29339.96,2019-05-17,other,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,mobile,22-4278602
sweden,"39,457.34",32793.0,2020-10-20,beauty,Morissette Group,Maxie Marrow,Anita Woakes,pc,98-3280428
italy,"38,536.92",32001.06,2020-05-28,books,"Spencer, Rogahn and Muller",Piggy Roscrigg,Joshua Prevost,mobile,61-4366487
france,"173,829.96",149824.04,2019-09-23,beauty,Dibbert Inc,Othello Bowes,Amelina Piscopiello,pc,55-2128150
portugal,"37,521.39",29701.93,2020-01-18,beauty,Friesen-Rath,Celine Tumasian,Hortense Gerring,pc,60-0610487
portugal,"119,409.43",102656.29,2019-06-25,electronics,"Spencer, Rogahn and Muller",Celine Tumasian,Hortense Gerring,pc,02-9253490
denmark,"248,261.86",206727.65,2019-12-22,smartphones,Gleichner-Green,Modestia Byfford,Case Desorts,pc,65-2343846
uk,"96,669.92",76475.57,2020-12-27,appliances,Johns and Sons,Jessamine Apark,Winny Agnolo,mobile,20-0499139
france,"264,149.91",208757.67,2020-12-20,smartphones,"Schmitt, Purdy and Johnson",Othello Bowes,Avrit Chanders,pc,32-3994860
portugal,"216,863.04",175355.45,2019-07-24,beauty,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,tablet,72-7973717
france,"140,943.88",120633.87,2020-05-28,appliances,Armstrong-Little,Othello Bowes,Avrit Chanders,tablet,77-0650807
luxembourg,"82,525.61",68446.74,2019-03-01,clothing,Johns and Sons,Ilsa Kob,Jocelyn Laurentino,pc,34-5150360
portugal,"19,622.59",17148.18,2020-03-06,clothing,"Fisher, Morar and Skiles",Celine Tumasian,Aurelie Wren,pc,73-4726386
sweden,"263,713.12",216165.64,2020-06-30,electronics,"Schmitt, Purdy and Johnson",Maxie Marrow,Tarrah Castelletti,pc,78-6165949
portugal,"284,298.56",229656.38,2020-07-03,clothing,Stehr LLC,Celine Tumasian,Corene Shirer,pc,74-0191565
sweden,"98,320.37",77722.25,2020-08-23,games,Konopelski LLC,Maxie Marrow,Tarrah Castelletti,tablet,02-3364199
uk,"128,112.26",104975.19,2020-12-09,books,Hessel-Stiedemann,Jessamine Apark,Jay Morefield,pc,39-8642490
france,"110,878.97",90588.12,2020-02-06,appliances,Konopelski LLC,Othello Bowes,Amelina Piscopiello,pc,50-8357453
sweden,"66,225.71",52437.52,2020-09-05,books,Larkin-Collier,Maxie Marrow,Alyosha Meah,pc,68-6900528
uk,"73,727.91",64047.44,2020-10-11,books,Romaguera-Haley,Jessamine Apark,Winny Agnolo,pc,92-5154775
denmark,"22,164.96",17938.1,2019-03-14,books,Wyman Group,Modestia Byfford,Case Desorts,pc,60-7777080
france,"151,855.04",129486.79,2019-01-16,electronics,Considine-Fisher,Othello Bowes,Amelina Piscopiello,pc,54-1473475
finland,"106,115.85",93063.6,2020-02-15,electronics,Johns and Sons,Hube Corey,Mellicent Mattys,tablet,51-4531731
france,"89,369.00",72889.36,2020-01-02,smartphones,"Swaniawski, Runolfsson and Green",Othello Bowes,Ora Grennan,pc,20-6735303
sweden,"106,076.67",84765.87,2019-10-10,electronics,Romaguera-Haley,Maxie Marrow,Madelon Bront,mobile,97-5858605
netherlands,"23,290.84",19147.4,2019-02-25,electronics,Konopelski LLC,Denice Amberg,Nero Harbisher,pc,02-2183787
france,"83,340.04",73264.23,2020-05-18,clothing,Johns and Sons,Othello Bowes,Amelina Piscopiello,pc,65-5818172
denmark,"39,287.29",31708.77,2019-03-15,games,Tillman and Sons,Modestia Byfford,Cobby Andersen,pc,03-8586261
bulgaria,"124,611.61",107776.58,2020-09-19,electronics,Wiza and Sons,Charil Alpe,Shermy McGready,pc,86-0928074
france,"147,055.10",126114.45,2019-04-15,games,Friesen-Rath,Othello Bowes,Crysta Halls,pc,77-1100434
ireland,"130,242.41",113050.41,2020-12-30,smartphones,Johns and Sons,Glenine Suttaby,Palm Wetherald,pc,70-7426559
france,"34,771.79",28509.39,2020-03-19,smartphones,"Rowe, Hermiston and Kessler",Othello Bowes,Maighdiln Upcraft,pc,45-5963143
portugal,"201,573.23",166116.5,2019-12-05,games,Schuster Inc,Celine Tumasian,Corene Shirer,mobile,94-3590580
sweden,"71,119.23",59220.98,2019-03-09,books,Johns and Sons,Maxie Marrow,Alyosha Meah,pc,52-5981325
portugal,"115,538.34",99686.48,2020-01-28,games,Larkin-Collier,Celine Tumasian,Smitty Culverhouse,pc,74-7472724
portugal,"144,237.38",116111.09,2020-11-05,books,Johns and Sons,Celine Tumasian,Hortense Gerring,pc,03-3965480
uk,"91,561.49",78266.76,2019-03-25,books,Armstrong-Little,Jessamine Apark,Winny Agnolo,pc,64-4188827
sweden,"233,858.47",185543.31,2020-06-02,beauty,Romaguera-Dietrich,Maxie Marrow,Alyosha Meah,pc,66-5572109
uk,"256,388.08",212058.58,2019-12-05,appliances,Tromp LLC,Jessamine Apark,Jay Morefield,mobile,44-2994974
uk,"125,099.05",108473.39,2020-03-05,books,Dibbert Inc,Jessamine Apark,Genevra Charrisson,pc,30-7981953
uk,"121,246.32",104005.09,2020-05-30,books,Altenwerth-Konopelski,Jessamine Apark,Winny Agnolo,pc,82-9740062
finland,"28,538.19",24970.92,2019-05-27,games,Hilll-Vandervort,Hube Corey,Wat Bowkley,pc,28-7069317
france,"89,930.18",78005.44,2020-03-26,other,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,pc,65-0441590
sweden,"170,457.80",142809.54,2020-08-14,accessories,"Shanahan, Schaden and Parker",Maxie Marrow,Anita Woakes,pc,60-1991659
uk,"166,380.74",146049.01,2020-06-23,smartphones,Labadie and Sons,Jessamine Apark,Genevra Charrisson,pc,15-2948501
france,"116,328.75",93365.45,2019-09-27,appliances,"Schowalter, Lesch and Beahan",Othello Bowes,Crysta Halls,pc,02-6830973
germany,"230,765.62",195435.4,2019-07-18,beauty,Johns and Sons,Rickard Doogood,Casie MacBain,pc,70-0112393
portugal,"152,442.32",122258.74,2020-10-06,electronics,Johns and Sons,Celine Tumasian,Aurelie Wren,pc,04-6161825
sweden,"325,331.99",264592.51,2019-12-23,games,Altenwerth-Konopelski,Maxie Marrow,Caro Morfield,mobile,57-4142025
uk,"56,768.43",47384.61,2019-04-22,games,Kihn Inc,Jessamine Apark,Winny Agnolo,pc,84-9254695
portugal,"147,895.45",120416.48,2019-07-01,clothing,Wisoky Inc,Celine Tumasian,Hortense Gerring,mobile,17-1884075
ireland,"57,107.26",48232.79,2020-02-13,outdoors,Altenwerth-Konopelski,Glenine Suttaby,Bunnie Tonbridge,mobile,49-6263811
france,"85,337.78",72306.7,2020-02-04,appliances,"Lubowitz, McLaughlin and Erdman",Othello Bowes,Crysta Halls,mobile,78-6287811
france,"162,199.24",130878.57,2020-06-22,appliances,West-Cummings,Othello Bowes,Avrit Chanders,pc,75-1807214
sweden,"128,208.95",111746.92,2020-07-31,appliances,Dibbert Inc,Maxie Marrow,Alyosha Meah,pc,72-1300449
germany,"86,669.23",71580.12,2020-03-18,appliances,Hessel-Stiedemann,Rickard Doogood,Casie MacBain,pc,22-4332301
ireland,"117,288.29",94546.09,2019-07-04,clothing,Johns and Sons,Glenine Suttaby,Palm Wetherald,pc,42-2477150
france,"57,292.84",45908.75,2019-10-03,electronics,"Zieme, Bailey and Herzog",Othello Bowes,Ora Grennan,pc,18-5234470
portugal,"110,441.89",90970.98,2020-01-04,beauty,"Heaney, Gulgowski and Kshlerin",Celine Tumasian,Hortense Gerring,tablet,74-4541594
uk,"53,801.73",46785.98,2019-09-28,games,Johns and Sons,Jessamine Apark,Jay Morefield,pc,16-6855831
uk,"308,763.51",245714.0,2020-12-04,outdoors,Kihn Inc,Jessamine Apark,Winny Agnolo,pc,46-5327740
portugal,"87,409.49",70548.2,2020-11-29,games,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,pc,06-4416964
denmark,"31,936.44",27708.06,2020-09-17,books,"Hartmann, Hane and Pfannerstill",Modestia Byfford,Cobby Andersen,pc,46-6076582
sweden,"45,463.65",36907.39,2020-08-29,clothing,Schuster Inc,Maxie Marrow,Alyosha Meah,pc,38-1449694
sweden,"112,909.40",93940.62,2019-04-25,clothing,Johns and Sons,Maxie Marrow,Madelon Bront,pc,39-3557596
portugal,"126,346.44",103970.49,2019-04-08,smartphones,Johns and Sons,Celine Tumasian,Corene Shirer,pc,26-9990483
portugal,"109,713.84",95769.21,2020-05-07,smartphones,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,pc,31-7075495
netherlands,"200,472.46",170181.07,2020-06-19,electronics,Wiza and Sons,Denice Amberg,Nero Harbisher,pc,98-5774102
france,"35,214.85",27985.24,2019-03-13,electronics,"Lueilwitz, Kerluke and Lesch",Othello Bowes,Ora Grennan,pc,46-5580805
ireland,"161,630.62",133991.78,2019-04-04,appliances,Friesen-Rath,Glenine Suttaby,Palm Wetherald,pc,39-6568658
portugal,"179,184.12",142433.46,2020-05-08,appliances,"Hamill, Kulas and Roob",Celine Tumasian,Brynn Dempster,pc,85-1464621
sweden,"80,867.18",63982.11,2019-02-12,books,Dibbert Inc,Maxie Marrow,Anita Woakes,pc,86-6763776
france,"96,613.06",79242.03,2019-04-24,books,Johns and Sons,Othello Bowes,Ora Grennan,pc,03-7559332
portugal,"89,600.45",70811.24,2020-01-21,games,Wisoky Inc,Celine Tumasian,Smitty Culverhouse,pc,36-7939842
portugal,"41,921.61",34773.98,2020-11-28,games,Gislason-Stanton,Celine Tumasian,Hortense Gerring,tablet,38-7603760
uk,"151,012.12",126080.02,2020-08-25,accessories,Johns and Sons,Jessamine Apark,Jay Morefield,pc,11-5630090
portugal,"112,481.44",96700.29,2020-04-11,electronics,"Dickinson, Hyatt and Berge",Celine Tumasian,Hortense Gerring,mobile,97-6414953
france,"90,228.68",77966.6,2019-01-27,electronics,Wiza and Sons,Othello Bowes,Avrit Chanders,pc,64-9816105
uk,"141,552.40",122994.88,2019-09-17,beauty,"Dickinson, Hyatt and Berge",Jessamine Apark,Winny Agnolo,pc,59-0893568
uk,"29,783.39",23719.49,2019-11-27,books,"Schmitt, Purdy and Johnson",Jessamine Apark,Winny Agnolo,pc,18-0945763
sweden,"149,938.71",131541.23,2020-12-24,books,Walter LLC,Maxie Marrow,Madelon Bront,pc,26-1771681
sweden,"103,839.74",90683.24,2020-08-23,books,Schoen-Keeling,Maxie Marrow,Tarrah Castelletti,pc,57-6427586
portugal,"30,550.32",25457.58,2019-05-31,beauty,"Farrell, Swaniawski and Crist",Celine Tumasian,Smitty Culverhouse,mobile,73-3910940
sweden,"24,787.65",20454.77,2019-02-12,other,"Lueilwitz, Kerluke and Lesch",Maxie Marrow,Caro Morfield,pc,34-8728117
france,"122,468.33",103032.61,2020-09-08,electronics,Johns and Sons,Othello Bowes,Avrit Chanders,mobile,53-7680732
sweden,"137,026.71",120117.61,2020-08-26,smartphones,McGlynn-Bergstrom,Maxie Marrow,Anita Woakes,pc,86-6380587
finland,"132,246.48",106841.93,2019-01-02,games,Friesen-Rath,Hube Corey,Mellicent Mattys,pc,95-1862126
portugal,"111,551.96",89420.05,2020-01-06,clothing,Wunsch LLC,Celine Tumasian,Aurelie Wren,pc,41-6241712
france,"127,946.33",111850.68,2019-09-09,beauty,"Hamill, Kulas and Roob",Othello Bowes,Crysta Halls,pc,32-3418936
sweden,"78,679.60",62416.53,2019-10-12,games,Stehr LLC,Maxie Marrow,Tarrah Castelletti,pc,10-1511807
uk,"86,071.63",71198.45,2019-11-13,electronics,Gislason-Stanton,Jessamine Apark,Genevra Charrisson,tablet,66-6360568
portugal,"134,120.38",105981.92,2020-04-30,games,McGlynn-Bergstrom,Celine Tumasian,Brynn Dempster,pc,63-4386955
spain,"77,855.47",63545.63,2019-08-13,outdoors,Goldner-Dibbert,Emalia Dinse,Bertha Walbrook,pc,77-3226391
uk,"176,080.36",153401.21,2019-11-13,beauty,Tillman and Sons,Jessamine Apark,Jay Morefield,pc,74-9554997
portugal,"159,514.03",138872.91,2020-09-23,clothing,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,pc,37-0756560
france,"238,850.25",199607.15,2019-06-30,appliances,"Rowe, Hermiston and Kessler",Othello Bowes,Ora Grennan,pc,19-9649739
sweden,"240,940.97",195138.09,2019-12-27,accessories,Wunsch LLC,Maxie Marrow,Tarrah Castelletti,pc,91-4735064
denmark,"109,892.92",89441.85,2020-05-06,books,"Lubowitz, McLaughlin and Erdman",Modestia Byfford,Cobby Andersen,pc,82-1337530
germany,"86,704.08",75380.53,2020-10-05,books,Tillman and Sons,Rickard Doogood,Casie MacBain,pc,39-3209780
ireland,"292,124.64",245822.88,2019-12-09,beauty,"Christiansen, Donnelly and Bechtelar",Glenine Suttaby,Palm Wetherald,pc,18-0483044
bulgaria,"122,998.65",97476.43,2020-01-28,games,Armstrong-Little,Charil Alpe,Bernadine Fullagar,pc,70-0044622
sweden,"50,646.66",43039.53,2020-04-01,clothing,Johns and Sons,Maxie Marrow,Madelon Bront,pc,43-1236055
sweden,"89,639.28",77788.97,2019-01-25,clothing,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,pc,25-6133000
spain,"107,359.01",90868.67,2019-10-29,electronics,Kirlin and Sons,Emalia Dinse,Perri Aldersley,pc,78-7666796
luxembourg,"148,359.68",118480.04,2020-07-23,games,"Dickinson, Hyatt and Berge",Ilsa Kob,Jocelyn Laurentino,pc,45-1867999
finland,"177,464.83",142717.22,2020-01-25,outdoors,Gislason-Stanton,Hube Corey,Mellicent Mattys,pc,97-5797169
portugal,"168,757.23",136895.86,2020-08-24,appliances,Labadie and Sons,Celine Tumasian,Aurelie Wren,pc,31-6585710
france,"19,814.86",16787.15,2020-03-20,appliances,"Murray, Reichel and Nolan",Othello Bowes,Avrit Chanders,pc,84-0460695
belgium,"46,311.34",40564.1,2020-03-01,accessories,"Heaney, Gulgowski and Kshlerin",Lambert Norheny,Collin Mackness,pc,20-4568650
france,"144,927.17",122260.56,2020-09-07,appliances,Romaguera-Dietrich,Othello Bowes,Crysta Halls,pc,29-9208067
netherlands,"203,231.73",163052.82,2019-12-23,books,Schuster Inc,Denice Amberg,Nero Harbisher,pc,21-2357660
portugal,"40,467.85",34656.67,2020-02-28,smartphones,"Swaniawski, Runolfsson and Green",Celine Tumasian,Corene Shirer,tablet,16-3842379
sweden,"85,156.70",69479.35,2020-05-19,beauty,"Lubowitz, McLaughlin and Erdman",Maxie Marrow,Caro Morfield,pc,58-5376153
portugal,"66,146.57",56145.21,2020-04-07,electronics,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,pc,04-1808253
bulgaria,"230,669.37",182321.07,2019-06-05,books,Altenwerth-Konopelski,Charil Alpe,Bernadine Fullagar,pc,44-9036885
uk,"59,043.39",48876.12,2020-10-27,smartphones,"Murray, Reichel and Nolan",Jessamine Apark,Genevra Charrisson,pc,35-0548738
ireland,"99,887.86",84045.65,2020-03-10,electronics,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,pc,64-0103144
netherlands,"214,983.15",180413.86,2019-06-11,beauty,McClure Inc,Denice Amberg,Nero Harbisher,tablet,48-7080069
portugal,"52,209.31",41480.3,2019-03-26,beauty,McClure Inc,Celine Tumasian,Corene Shirer,pc,05-2772504
sweden,"83,782.11",67310.55,2019-02-10,electronics,"Christiansen, Donnelly and Bechtelar",Maxie Marrow,Madelon Bront,pc,42-2439801
portugal,"166,367.16",135788.88,2020-11-02,beauty,Wisoky Inc,Celine Tumasian,Smitty Culverhouse,pc,82-8353642
uk,"167,615.14",135567.12,2020-12-30,smartphones,Johns and Sons,Jessamine Apark,Winny Agnolo,pc,16-5450021
sweden,"118,030.70",97304.51,2019-09-04,electronics,"Dickinson, Hyatt and Berge",Maxie Marrow,Madelon Bront,pc,80-1021367
netherlands,"102,073.04",81770.71,2020-03-02,outdoors,"Farrell, Swaniawski and Crist",Denice Amberg,Nero Harbisher,mobile,03-3076058
finland,"99,989.89",81191.79,2019-11-15,appliances,Corwin and Sons,Hube Corey,Wat Bowkley,pc,92-4440351
sweden,"79,407.28",64383.42,2020-07-21,accessories,"Jacobson, Marvin and Brown",Maxie Marrow,Alyosha Meah,pc,15-3268783
